ID,Suspected,Laboratory Detected Substances,Type,Date,State / Group,Location
639,Cocaine (Powder),"Cocaine (55)
Benzoylecgonine (10)
Tetramisole / Levamisole (10)
Methylecgonidine (5)
Tropacocaine (2)
Benzoic acid (1)",Community Sample,09/2022,Massachusetts,Fall River
638,Crack (Rock),None Detected (1),Community Sample,09/2022,Massachusetts,Fall River
637,Fentanyl,"Fentanyl (20.00)
4-ANPP (3.33)
Phenethyl 4-ANPP (1.00)",Community Sample,09/2022,Massachusetts,Fall River
636,Fentanyl,"Fentanyl (7)
4-ANPP (1)",Community Sample,09/2022,Massachusetts,Fall River
629,"Heroin, Fentanyl",None Detected (NA),Community Sample,09/2022,Massachusetts,Northampton
4842,Crack (Rock),"Cocaine (50.00)
Methylecgonidine (2.50)
Methyl benzoate (1.00)
Tropacocaine (1.00)",Community Sample,09/2022,Massachusetts,Lynn
627,Fentanyl,"Fentanyl (36)
Xylazine (14)
4-ANPP (12)
Cocaine (2)
Phenethyl 4-ANPP (2)
Caffeine (1)
Ethyl-4-ANPP (1)",Community Sample,09/2022,Massachusetts,North Adams
609,"Heroin, Heroin","Xylazine (120)
Fentanyl (80)
Caffeine (60)
4-ANPP (20)
Phenethyl 4-ANPP (1)",Community Sample,09/2022,Massachusetts,Pittsfield
626,Cocaine (Powder),Cocaine (1),Community Sample,09/2022,Massachusetts,Holyoke
624,"Heroin, Fentanyl",Fentanyl (1),Community Sample,09/2022,Massachusetts,Holyoke
6124,Dope,"Fentanyl (50.00)
4-ANPP (15.00)
Phenethyl 4-ANPP (5.00)
Cocaine (Powder) (1.00)
Ethyl-4-ANPP (1.00)",Community Sample,09/2022,Massachusetts,Boston
6125,"Benzo Related Substance (e.g. Alprazolam (Xanax), Bromazolam, Etizolam, RCs)",Bromazolam (1),Community Sample,09/2022,Massachusetts,Boston
610,Fentanyl,"Fentanyl (10)
Xylazine (9)
4-ANPP (trace)
Phenethyl 4-ANPP (trace)",Community Sample,09/2022,Connecticut,East Hartford
642,"Fentanyl, Cocaine (Powder)","Cocaine (120)
Levamisole (20)
Methylecgonidine (10)
Tropacocaine (3)
Fentanyl (2)
4-ANPP (1)",Community Sample,09/2022,Massachusetts,Fall River
644,Unknown,"Cocaine (40)
Methylecgonidine (2)
Benzoic acid (1)
Tropacocaine (1)",Community Sample,09/2022,Massachusetts,Fall River
645,Unknown,"Fentanyl (80)
4-ANPP (20)
Phenethyl 4-ANPP (1)",Community Sample,09/2022,Massachusetts,Fall River
646,Unknown,"Fentanyl (140)
4-ANPP (20)
Phenethyl 4-ANPP (6)
Ethyl-4-ANPP (2)
Cocaine (1)",Community Sample,09/2022,Massachusetts,Fall River
6122,Dope,"Fentanyl (60.00)
4-ANPP (20.00)
Phenethyl 4-ANPP (1.00)",Community Sample,09/2022,Massachusetts,Boston
4851,Crack (Rock),"Cocaine (100)
Methylecgonidine (5)
Methyl benzoate (2)
Tropacocaine (1)",Community Sample,09/2022,Massachusetts,Lynn
601,"Heroin, Fentanyl","Xylazine (12)
Fentanyl (10)
4-ANPP (2)
Phenethyl 4-ANPP (2)
Metonitazene (1)
Protonitazene (1)",Community Sample,09/2022,Massachusetts,Pittsfield
4896,Crack (Rock),"Cocaine (20)
Methylecgonidine (1)",Community Sample,09/2022,Massachusetts,Lynn
7786,,None Detected,Drug Seizure Sample,09/2022,Wisconsin,Milwaukee
602,Heroin,"Xylazine (6)
Fentanyl (5)
Caffeine (3)
4-ANPP (1)",Community Sample,09/2022,Massachusetts,Pittsfield
600,"Heroin, Benzo Related Substance (e.g. Alprazolam (Xanax), Bromazolam, Etizolam, RCs)",Bromazolam (1),Community Sample,09/2022,Massachusetts,Dalton
599,Heroin,"Quinine (40)
Fentanyl (30)
Heroin (30)
4-ANPP (10)
6-Acetylmorphine (1)
Ethyl-4-ANPP (1)",Community Sample,09/2022,Massachusetts,Pittsfield
652,Fentanyl,"Fentanyl (23.33)
4-ANPP (3.33)
Phenethyl 4-ANPP (1.00)",Community Sample,09/2022,Massachusetts,Fall River
6123,Crack (Rock),"Cocaine (Powder) (40.00)
Phenacetin (13.33)
Tetramisole/Levamisole (6.67)
Methylegondine (3.33)
Tropacocaine (1.00)",Community Sample,09/2022,Massachusetts,Boston
653,Fake fentanyl,Acetaminophen (1),Community Sample,09/2022,Massachusetts,North Adams
651,Fentanyl,"Fentanyl (80)
4-ANPP (10)
Ethyl-4-ANPP (2)
Phenethyl 4-ANPP (2)
Cocaine (1)",Community Sample,09/2022,Massachusetts,Fall River
650,Fentanyl,"Fentanyl (4)
4-ANPP (1)",Community Sample,09/2022,Massachusetts,Fall River
648,Fentanyl,"Fentanyl (70)
Acetylfentanyl (30)
4-ANPP (10)
Ethyl-4-ANPP (1)
Phenethyl 4-ANPP (1)",Community Sample,09/2022,Massachusetts,Fall River
647,Fentanyl,"Fentanyl (7)
4-ANPP (1)
Phenethyl 4-ANPP (1)",Community Sample,09/2022,Massachusetts,Fall River
608,Heroin,"Xylazine (70)
Fentanyl (60)
4-ANPP (10)
Phenethyl 4-ANPP (2)
Cocaine (1)",Community Sample,09/2022,Massachusetts,Pittsfield
4868,"Benzo Related Substance (e.g. Alprazolam (Xanax), Bromazolam, Etizolam, RCs)","Cocaine (13)
Methylecgonidine (1)",Community Sample,09/2022,Massachusetts,Lynn
4889,Crack (Rock),"Cocaine (20)
Methylecgonidine (1)",Community Sample,09/2022,Massachusetts,Lynn
4893,Crack (Rock),"Cocaine (33.33)
Methylecgonidine (1.00)",Community Sample,09/2022,Massachusetts,Lynn
574,Heroin,"Fentanyl (30)
Xylazine (12)
4-ANPP (10)
Phenethyl 4-ANPP (2)
Ethyl-4-ANPP (1)",Community Sample,09/2022,Massachusetts,Pittsfield
598,Methamphetamine,"Methamphetamine (50)
Amphetamine (10)
N
N-Dimethylamphetamine (1)",Community Sample,09/2022,Massachusetts,Boston
597,Methamphetamine,"Methamphetamine (50)
Amphetamine (5)
N
N-Dimethylamphetamine (1)",Community Sample,09/2022,Massachusetts,Boston
596,Unknown (UNK),"Methamphetamine (200)
Fentanyl (40)
Phenethyl 4-ANPP (20)
4-ANPP (1)",Community Sample,09/2022,Massachusetts,Quincy
595,Methamphetamine,"Phenacetin (28.00)
Phenethyl 4-ANPP (12.00)
Fentanyl (10.00)
4-ANPP (2.00)
Cocaine (1.00)",Community Sample,09/2022,Massachusetts,Boston
7785,,"Fentanyl
Cocaine
Diphenhydramine
Mannitol",Drug Seizure Sample,09/2022,Wisconsin,Milwaukee
6121,Crack (Rock),"Cocaine (Powder) (100.00)
Methylecgonidine (5.00)
Tropacocaine (1.00)",Community Sample,09/2022,Massachusetts,Boston
4888,Crack (Rock),"Cocaine (16)
Phenacetin (8)
Methyl benzoate (1)
Methylecgonidine (1)",Community Sample,09/2022,Massachusetts,Lynn
4894,Unknown (UNK),"Cocaine (20)
Methylecgonidine (1)",Community Sample,09/2022,Massachusetts,Lynn
4874,Crack (Rock),"Cocaine (100)
Methylecgonidine (5)
Tropacocaine (1)",Community Sample,09/2022,Massachusetts,Lynn
4854,Crack (Rock),"Cocaine (20)
Methylecgonidine (1)",Community Sample,09/2022,Massachusetts,Lynn
7784,,Cocaine,Drug Seizure Sample,09/2022,Wisconsin,Milwaukee
4899,"Heroin, Cocaine (Powder)","Fentanyl (180)
Cocaine (40)
Phenethyl 4-ANPP (40)
4-ANPP (20)
Ethyl-4-ANPP (2)
Acetylfentanyl (1)",Community Sample,09/2022,Massachusetts,Lynn
4864,Crack (Rock),"Cocaine (33.33)
Methylecgonidine (1.00)",Community Sample,09/2022,Massachusetts,Lynn
4861,Crack (Rock),"Cocaine (28)
Methylecgonidine (2)
Methyl benzoate (1)",Community Sample,09/2022,Massachusetts,Lynn
6120,Diazepam,Buspirone (1),Community Sample,09/2022,Massachusetts,Boston
575,Heroin,"Xylazine (150)
Fentanyl (40)
4-ANPP (20)
Caffeine (10)
Phenethyl 4-ANPP (1)",Community Sample,09/2022,Massachusetts,Pittsfield
578,Heroin,"4-ANPP (1)
Fentanyl (1)",Community Sample,09/2022,Massachusetts,Pittsfield
576,Heroin,"Quinine (300)
Fentanyl (280)
4-ANPP (100)
4-Fluorofentanyl (20)
Phenethyl 4-ANPP (20)
Cocaine (1)",Community Sample,09/2022,Massachusetts,Pittsfield
579,Heroin,"Caffeine (180)
Heroin (60)
Fentanyl (40)
4-ANPP (10)
6-Acetylcodeine (2)
6-Acetylmorphine (2)
Phenethyl 4-ANPP (1)",Community Sample,09/2022,Massachusetts,Holyoke
6117,Crack (Rock),"Cocaine (Powder) (33.33)
Methylecgonidine (1.00)",Community Sample,09/2022,Massachusetts,Boston
7774,,"Fentanyl
Cocaine
4-ANPP
Quinine",Drug Seizure Sample,09/2022,Wisconsin,Milwaukee
6116,Dope,"Fentanyl (4.00)
4-ANPP (1.00)",Community Sample,09/2022,Massachusetts,Boston
4873,Crack (Rock),"Cocaine (30)
Methylecgonidine (2)
Phenacetin (2)
Tropacocaine (1)",Community Sample,09/2022,Massachusetts,Lynn
4876,Crack (Rock),"Cocaine (14)
Methylecgonidine (2)
Methyl benzoate (1)",Community Sample,09/2022,Massachusetts,Lynn
4878,Crack (Rock),"Fentanyl (55)
4-ANPP (20)
Procaine (10)
Caffeine (5)
Cocaine (5)
Ethyl 4-ANPP (3)
Phenethyl 4-ANPP (1)",Community Sample,09/2022,Massachusetts,Boston
4881,Crack (Rock),"Cocaine (55.00)
Methylecgonidine (5.00)
Phenacetin (5.00)
Tropacocaine (2.50)
Benzoic acid (1.00)",Community Sample,09/2022,Massachusetts,Lynn
7772,,None Detected,Drug Seizure Sample,09/2022,Wisconsin,Milwaukee
6113,Methamphetamine,Methamphetamine (1),Community Sample,09/2022,Massachusetts,Boston
6114,Dope,Fentanyl (1),Community Sample,09/2022,Massachusetts,Boston
7773,,None Detected,Drug Seizure Sample,09/2022,Wisconsin,Milwaukee
7771,,Cocaine,Drug Seizure Sample,09/2022,Wisconsin,Milwaukee
582,Heroin,"Xylazine (60)
4-ANPP (20)
Fentanyl (20)
Procaine (20)
THC (10)
Cocaine (2)
Phenethyl 4-ANPP (2)
4-Fluorofentanyl (1)",Community Sample,09/2022,Massachusetts,Pittsfield
4867,Crack (Rock),"Cocaine (50.00)
Benzoic acid (5.00)
Methylecgonidine (2.50)
Tropacocaine (1.00)",Community Sample,09/2022,Massachusetts,Lynn
580,Heroin,"Fentanyl (150)
Xylazine (80)
4-ANPP (60)
Procaine (20)
Tramadol (20)
Caffeine (10)
Phenethyl 4-ANPP (10)
Ethyl-4-ANPP (2)
Lidocaine (2)
Acetylfentanyl (1)
Heroin (1)",Community Sample,09/2022,Massachusetts,Pittsfield
4882,Unknown,"Cocaine (100)
Benzoic acid (5)
Methylecgonidine (2)
Tropacocaine (1)",Community Sample,09/2022,Massachusetts,Lynn
554,Ketamine,"Ketamine (15)
Ketamine Precursor A (1)",Community Sample,09/2022,Massachusetts,Northampton
542,Heroin,"Heroin (70.00)
Fentanyl (50.00)
4-ANPP (10.00)
6-Acetylmorphine (10.00)
6-Acetylcodeine (5.00)
Cocaine (2.50)
4-Fluorofentanyl (1.00)
Phenethyl 4-ANPP (1.00)",Community Sample,09/2022,Massachusetts,Pittsfield
7761,,Cocaine,Drug Seizure Sample,09/2022,Wisconsin,Milwaukee
6108,Fentanyl,"Fentanyl (150.00)
Methamphetamine (50.00)
4-ANPP (1.00)",Community Sample,09/2022,Massachusetts,Boston
7760,,Cocaine,Drug Seizure Sample,09/2022,Wisconsin,Milwaukee
6111,Fentanyl,"Xylaxine (20.00)
Procaine (17.00)
Fentanyl (16.00)
Tramadol (12.00)
4-ANPP (4.00)
Phenethyl 4-ANPP (1.00)",Community Sample,09/2022,Massachusetts,Boston
4841,Cocaine (Powder),"Cocaine (20)
Benzoic acid (3)
Levamisole (2)
Methylecgonidine (1)",Community Sample,09/2022,Massachusetts,Lynn
541,Heroin,"Para-fluorofentanyl (10.00)
Xylazine (9.00)
Caffeine (7.00)
Despropionyl-para-fluorofentanyl (4.00)
Fentanyl (3.00)
4F-Phenethyl-4-ANPP (1.00)
Mannitol (inactive)",Community Sample,09/2022,Massachusetts,Pittsfield
540,Heroin,"Fentanyl (85)
Xylazine (30)
4-ANPP (15)
Procaine (15)
Phenethyl 4-ANPP (5)
Tramadol (5)
Ethyl-4-ANPP (1)",Community Sample,09/2022,Massachusetts,Pittsfield
555,Dope,"Heroin (20)
Fentanyl (14)
Quinine (4)
4-ANPP (2)
6-Acetylcodeine (2)
6-Acetylmorphine (2)
Tramadol (2)
Cocaine (1)
Phenethyl 4-ANPP (1)
Xylazine (1)",Community Sample,09/2022,Massachusetts,Northampton
537,Heroin,"Fentanyl (70)
Xylazine (50)
4-ANPP (15)
Procaine (10)
Tramadol (10)
Phenethyl 4-ANPP (5)
Ethyl-4-ANPP (1)",Community Sample,09/2022,Massachusetts,Pittsfield
539,Methylenedioxymethamphetamine (MDMA),"Caffeine (9.00)
Methamphetamine (1.00)",Community Sample,09/2022,Massachusetts,Pittsfield
538,Methylenedioxymethamphetamine (MDMA),"Caffeine (50)
Methamphetamine (1)",Community Sample,09/2022,Massachusetts,Pittsfield
4863,Fentanyl,"Fentanyl (100)
4-ANPP (10)
Phenethyl 4-ANPP (10)
Ethyl-4-ANPP (1)",Community Sample,09/2022,Massachusetts,Lynn
4845,Fentanyl,"Fentanyl (65)
4-ANPP (5)
Phenethyl 4-ANPP (1)",Community Sample,09/2022,Massachusetts,Lynn
4847,Crack (Rock),"Cocaine (11)
Methylecgonidine (1)",Community Sample,09/2022,Massachusetts,Lynn
4856,Cocaine (Powder),"Fentanyl (20)
Cocaine (6)
4-ANPP (2)
Phenethyl 4-ANPP (1)",Community Sample,09/2022,Massachusetts,Lynn
7765,,Cocaine,Drug Seizure Sample,09/2022,Wisconsin,Milwaukee
7767,,"Methamphetamine
Ephedrine",Drug Seizure Sample,09/2022,Wisconsin,Milwaukee
556,Dope,"Cocaine (260)
Benzoylecgonine (200)
Levamisole (160)
Methylecgonidine (40)
6-Acetylmorphine (20)
Benzoic acid (20)
Fentanyl (20)
Heroin (20)
4-ANPP (1)
Phenethyl 4-ANPP (1)",Community Sample,09/2022,Massachusetts,Northampton
553,Heroin,"Heroin (16)
Fentanyl (9)
4-ANPP (2)
6-Acetylcodeine (2)
6-Acetylmorphine (2)
Quinine (2)
Cocaine (1)
Phenethyl 4-ANPP (1)",Community Sample,09/2022,Massachusetts,Northampton
557,Unknown (UNK),"Fentanyl (3)
4-ANPP (1)
Cocaine (1)
Tramadol (1)
Xylazine (1)",Community Sample,09/2022,Massachusetts,Greenfield
6110,Fentanyl,"Fentanyl (180.00)
4-ANPP (20.00)
Phenethyl 4-ANPP (2.00)
Bromazolam (1.00)
Cocaine (Powder) (1.00)",Community Sample,09/2022,Massachusetts,Boston
6109,"M30 Pill (Percocet, Perc30, OC30)","Fentanyl (60.00)
4-ANPP (10.00)
Phenethyl 4-ANPP (1.00)",Community Sample,09/2022,Massachusetts,Boston
543,Heroin,"Fentanyl (90)
Heroin (80)
Caffeine (60)
6-Acetylmorphine (50)
4-ANPP (20)
4-Fluorofentanyl (20)
6-Acetylcodeine (10)
Acetyl clonidine (10)
Noscapine (10)
Procaine (10)
Lidocaine (2)
Phenethyl 4-ANPP (1)",Community Sample,09/2022,Massachusetts,Pittsfield
552,Cocaine (Powder),"Cocaine (28)
Benzoylecgonine (4)
Methylecgonidine (2)
Tetramisole / Levamisole (1)
Tropacocaine (1)",Community Sample,09/2022,Massachusetts,Holyoke
550,Cocaine (Powder),"Cocaine (65)
Benzoylecgonine (20)
Methylecgonidine (5)
Tetramisole / Levamisole (1)
Tropacocaine (1)",Community Sample,09/2022,Massachusetts,Holyoke
549,Heroin,"Heroin (13)
Cocaine (11)
Fentanyl (8)
6-Acetylmorphine (4)
Phenethyl 4-ANPP (2)
4-ANPP (1)
6-Acetylcodeine (1)
Benzoylecgonine (1)
Methylecgonidine (1)
Tetramisole / Levamisole (1)",Community Sample,09/2022,Massachusetts,Northampton
548,Unknown (UNK),MDMA (1),Community Sample,09/2022,Massachusetts,Northampton
547,Heroin,"Heroin (18)
Fentanyl (6)
Quinine (2)
4-ANPP (1)
6-Acetylcodeine (1)
6-Acetylmorphine (1)",Community Sample,09/2022,Massachusetts,Northampton
546,Dope,"Heroin (28)
Fentanyl (18)
4-ANPP (6)
6-Acetylmorphine (4)
6-Acetylcodeine (2)
Cocaine (2)
Quinine (2)
Phenethyl 4-ANPP (1)",Community Sample,09/2022,Massachusetts,Northampton
545,Cocaine (Powder),"Cocaine (50.00)
Methylecgonidine (2.50)
Tetramisole / Levamisole (2.50)
Tropacocaine (1.00)",Community Sample,09/2022,Massachusetts,Holyoke
544,Heroin,"Fentanyl (16)
4-ANPP (5)
Phenethyl 4-ANPP (2)
Ethyl-4-ANPP (1)",Community Sample,09/2022,Massachusetts,Pittsfield
7763,,"Fentanyl
4-ANPP
Phenylephrine
Phenethyl 4-ANPP
Mannitol",Drug Seizure Sample,09/2022,Wisconsin,Milwaukee
4844,Crack (Rock),"Cocaine (20)
Methylecgonidine (1)",Community Sample,09/2022,Massachusetts,Lynn
7766,,Cocaine,Drug Seizure Sample,09/2022,Wisconsin,Milwaukee
4855,Cocaine (Powder),"Cocaine (10)
Fentanyl (4)
4-ANPP (Trace)",Community Sample,09/2022,Massachusetts,Lynn
4852,Crack (Rock),"Cocaine (400)
Methylecgonidine (20)
Tropacocaine (1)",Community Sample,09/2022,Massachusetts,Lynn
536,Heroin,"Fentanyl (70)
Xylazine (20)
4-ANPP (10)
Phenethyl 4-ANPP (1)",Community Sample,09/2022,Massachusetts,Pittsfield
535,Fentanyl,"Fentanyl (11)
4-ANPP (4)
Xylazine (4)
Phenethyl 4-ANPP (1)",Community Sample,09/2022,Massachusetts,Lynn
534,Fentanyl,"Fentanyl (15)
4-ANPP (5)
Phenethyl 4-ANPP (1)",Community Sample,09/2022,Massachusetts,Lynn
7764,,"Fentanyl
4-ANPP
Diphenhydramine",Drug Seizure Sample,09/2022,Wisconsin,Milwaukee
7762,,Cocaine,Drug Seizure Sample,09/2022,Wisconsin,Milwaukee
551,Cocaine (Powder),"Cocaine (750)
Methylecgonidine (50)
Tropacocaine (1)",Community Sample,09/2022,Massachusetts,Holyoke
4241,Heroin,"Cocaine (Powder) (240.00)
Methylecgonidine (20.00)
Tropacocaine (1.00)",Community Sample,08/2022,Massachusetts,North Adams
7741,,"Para-fluorofentanyl
Despropionyl-para-fluorofentanyl
Mannitol",Drug Seizure Sample,08/2022,Wisconsin,Milwaukee
4302,Heroin,"Fentanyl (65.00)
Procaine (40.00)
Caffeine (20.00)
Xylazine (15.00)
4-ANPP (5.00)
Ethyl-4-ANPP (5.00)
Phenethyl 4-ANPP (1.00)",Community Sample,08/2022,Massachusetts,Pittsfield
4238,Heroin,"4-ANPP (40.00)
Xylazine (20.00)
Caffeine (15.00)
Fentanyl (15.00)
Lidocaine (10.00)
Procaine (5.00)
Cocaine (Powder) (1.00)
THC (1.00)",Community Sample,08/2022,Massachusetts,Pittsfield
4232,Heroin,"Fentanyl (26.00)
Procaine (12.00)
Caffeine (6.00)
Xylazine (4.00)
4-ANPP (2.00)
Phenethyl 4-ANPP (2.00)
Ethyl-4-ANPP (1.00)
Mannitol",Community Sample,08/2022,Massachusetts,Pittsfield
4235,Heroin,"Procaine (90.00)
Fentanyl (80.00)
4-ANPP (30.00)
Xylazine (30.00)
Caffeine (10.00)
Heroin (10.00)
THC (1.00)
Mannitol",Community Sample,08/2022,Massachusetts,Pittsfield
4256,Heroin,"Fentanyl (60.00)
Procaine (25.00)
Xylazine (15.00)
Caffeine (10.00)
4-ANPP (5.00)
Ethyl-4-ANPP (5.00)
Phenethyl 4-ANPP (5.00)
Ibuprofen (1.00)
Mannitol (inactive)",Community Sample,08/2022,Massachusetts,North Adams
4213,Heroin,"Fentanyl (38.00)
Procaine (12.00)
Caffeine (4.00)
Xylazine (4.00)
4-ANPP (2.00)
Ethyl-4-ANPP (1.00)
Phenethyl 4-ANPP (1.00)
THC (1.00)
Mannitol (inactive)",Community Sample,08/2022,Massachusetts,Pittsfield
7750,,"Cocaine
Benzoylecgonine",Drug Seizure Sample,08/2022,Wisconsin,Milwaukee
7749,,"Methamphetamine
Fentanyl
Cocaine
Paracetamol (Acetaminophen)",Drug Seizure Sample,08/2022,Wisconsin,Milwaukee
7748,,None Detected,Drug Seizure Sample,08/2022,Wisconsin,Milwaukee
513,Unknown,"Fentanyl (7)
Xylazine (4)
4-ANPP (1)",Community Sample,08/2022,Massachusetts,Lawrence
512,Fentanyl,"Fentanyl (35)
Caffeine (15)
4-ANPP (10)
Phenethyl 4-ANPP (5)
Cocaine (1)",Community Sample,08/2022,Massachusetts,Lawrence
511,"Heroin, Fentanyl","Phenethyl 4-ANPP (9)
Fentanyl (6)
4F-Phenethyl-4-ANPP (2)
Xylazine (2)
4-ANPP (1)
4-Fluorofentanyl (1)
Heroin (1)
MDA-19 (1)",Community Sample,08/2022,Massachusetts,Lawrence
510,Fentanyl,"Fentanyl (40)
4-ANPP (10)
Cocaine (1)",Community Sample,08/2022,Massachusetts,Lawrence
7739,,None Detected,Drug Seizure Sample,08/2022,Wisconsin,Milwaukee
4260,Heroin,"Fentanyl (80.00)
4-ANPP (20.00)
Cocaine (Powder) (1.00)
Ethyl-4-ANPP (1.00)
Phenethyl 4-ANPP (1.00)",Community Sample,08/2022,Massachusetts,North Adams
3825,"Benzo Related Substance (e.g. Alprazolam (Xanax), Bromazolam, Etizolam, RCs)",Bromazolam (1),Community Sample,08/2022,Massachusetts,Boston
4244,Heroin,"Fentanyl (45.00)
4-ANPP (5.00)
Xylazine (5.00)
Cocaine (Powder) (1.00)
Phenethyl 4-ANPP (1.00)",Community Sample,08/2022,Massachusetts,North Adams
7757,,"Fentanyl
Cocaine
Phenylephrine
Mannitol
Aniline",Drug Seizure Sample,08/2022,Wisconsin,Milwaukee
4229,None identified (Unknown),Clindamycin (1),Community Sample,08/2022,Massachusetts,Pittsfield
4219,None identified (Unknown),"Fentanyl (170.00)
Heroin (120.00)
Procaine (90.00)
Quinine (40.00)
Caffeine (30.00)
Xylazine (20.00)
4-ANPP (10.00)
6-Acetylmorphine (10.00)
6-Acetylcodeine (5.00)
Phenethyl 4-ANPP (5.00)
Ethyl-4-ANPP (1.00)
Mannitol",Community Sample,08/2022,Massachusetts,Pittsfield
3848,Dope,"4-Fluorofentanyl (20.00)
Fentanyl (5.00)
4-ANPP (1.00)
Mannitol (inactive)",Community Sample,08/2022,Massachusetts,Boston
3846,Dope,"Fentanyl (20.00)
4-Fluorofentanyl (1.00)
Phenethyl 4-ANPP (1.00)",Community Sample,08/2022,Massachusetts,Boston
7753,,"Fentanyl
Quinine",Drug Seizure Sample,08/2022,Wisconsin,Milwaukee
7752,,Cocaine,Drug Seizure Sample,08/2022,Wisconsin,Milwaukee
3856,Methamphetamine,Methamphetamine (1),Community Sample,08/2022,Massachusetts,Boston
3853,Dope,"Fentanyl (90.00)
4-ANPP (10.00)
Phenethyl 4-ANPP (1.00)
Inositol",Community Sample,08/2022,Massachusetts,Boston
3852,GHB,Phenibut (1),Community Sample,08/2022,Massachusetts,Boston
3849,Dope,"Fentanyl (4.00)
4-Fluorofentanyl (2.00)
4-ANPP (1.00)
Mannitol (inactive)",Community Sample,08/2022,Massachusetts,Boston
3858,Dope,"Fentanyl (33.33)
Phenethyl 4-ANPP (13.33)
4-ANPP (10.00)
4-Fluorofentanyl (3.33)
4F-Phenethyl-4-ANPP (3.33)
Acetylfentanyl (3.33)
N-Propionylnorfentanyl (1.00)
Mannitol",Community Sample,08/2022,Massachusetts,Boston
4866,Crack (Rock),Bromazolam (10),Community Sample,08/2022,Massachusetts,Lynn
7754,,"Cocaine
Fentanyl",Drug Seizure Sample,08/2022,Wisconsin,Milwaukee
3854,Dope,"Xylazine (15.00)
Fentanyl (6.00)
Procaine (3.00)
Tramadol (3.00)
4-ANPP (1.00)",Community Sample,08/2022,Massachusetts,Boston
7755,,Cocaine,Drug Seizure Sample,08/2022,Wisconsin,Milwaukee
3827,Dope,"Xylazine (40.00)
Fentanyl (30.00)
4-ANPP (10.00)
Phenethyl 4-ANPP (1.00)",Community Sample,08/2022,Massachusetts,Boston
3851,Dope,Fentanyl (1),Community Sample,08/2022,Massachusetts,Boston
3857,Dope,"Xylazine (3.00)
Fentanyl (2.00)
4-ANPP (1.00)",Community Sample,08/2022,Massachusetts,Boston
7759,,None Detected,Drug Seizure Sample,08/2022,Wisconsin,Milwaukee
7756,,Cocaine,Drug Seizure Sample,08/2022,Wisconsin,Milwaukee
7758,,None Detected,Drug Seizure Sample,08/2022,Wisconsin,Milwaukee
3829,"Benzo Related Substance (e.g. Alprazolam (Xanax), Bromazolam, Etizolam, RCs)","Cocaine (Powder) (50.00)
Methylecgonidine (1.00)",Community Sample,08/2022,Massachusetts,Boston
490,Fentanyl,"4-Fluorofentanyl (1)
Fentanyl (1)",Drug Seizure Sample,08/2022,Massachusetts,Quincy
509,"Heroin, M30 Pill (Percocet, Perc30, OC30), Oxy","Cocaine (18)
Fentanyl (7)
Xylazine (5)
Benzoylecgonine (2)
Caffeine (2)
Phenethyl 4-ANPP (2)
4-ANPP (1)
Methylecgonidine (1)",Community Sample,08/2022,Massachusetts,Lawrence
7746,,Cocaine,Drug Seizure Sample,08/2022,Wisconsin,Milwaukee
7743,,Cocaine,Drug Seizure Sample,08/2022,Wisconsin,Milwaukee
3913,Crack (Rock),"Cocaine (Powder) (12.00)
Methylecgonidine (1.00)",Community Sample,08/2022,Massachusetts,Brockton
3614,"Heroin, Fentanyl, Crack (Rock)","Cocaine (1)
Tetramisole/Levamisole (trace)",Community Sample,08/2022,Connecticut,Bridgeport
7742,,Testostrone Enanthate,Drug Seizure Sample,08/2022,Wisconsin,Milwaukee
3843,Fentanyl,"Procaine (100.00)
Xylazine (90.00)
4-ANPP (10.00)
4-Fluorofentanyl (10.00)
Despropionyl-4-fluorofentanyl (10.00)
Fentanyl (10.00)
4F-Phenethyl-4-ANPP (1.00)
Phenethyl 4-ANPP (1.00)",Community Sample,08/2022,Massachusetts,Boston
3840,Dope,"Fentanyl (70.00)
4-ANPP (10.00)
Ethyl-4-ANPP (1.00)
Phenethyl 4-ANPP (1.00)",Community Sample,08/2022,Massachusetts,Boston
3615,Crack (Rock),Cocaine (1),Community Sample,08/2022,Connecticut,Bridgeport
4299,Heroin,"Xylazine (40.00)
Procaine (15.00)
4-ANPP (10.00)
Fentanyl (5.00)
Phenethyl 4-ANPP (1.00)",Community Sample,08/2022,Massachusetts,Pittsfield
7745,,None Detected,Drug Seizure Sample,08/2022,Wisconsin,Milwaukee
3842,Dope,"4-ANPP (1.00)
Fentanyl (1.00)",Community Sample,08/2022,Massachusetts,Boston
3844,Dope,"Fentanyl (9.00)
4-ANPP (1.00)",Community Sample,08/2022,Massachusetts,Boston
3855,Methamphetamine,Methamphetamine (1),Community Sample,08/2022,Massachusetts,Boston
7747,,"Para-fluorofentanyl
Cocaine",Drug Seizure Sample,08/2022,Wisconsin,Milwaukee
488,Fentanyl,"Fentanyl (7.00)
4-ANPP (1.00)",Drug Seizure Sample,08/2022,Massachusetts,Quincy
3859,"Benzo Related Substance (e.g. Alprazolam (Xanax), Bromazolam, Etizolam, RCs)",Bromazolam (1),Community Sample,08/2022,Massachusetts,Boston
